STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
IN020040900,"MADRAS MINAMBAKKAM, IN",04-08-2015,0,84,,
IN020040900,"MADRAS MINAMBAKKAM, IN",05-08-2015,2.4,86,96,71
IN020040900,"MADRAS MINAMBAKKAM, IN",06-08-2015,0.04,87,97,77
IN020040900,"MADRAS MINAMBAKKAM, IN",07-08-2015,0.02,86,97,79
IN020040900,"MADRAS MINAMBAKKAM, IN",08-08-2015,0.24,88,98,77
IN020040900,"MADRAS MINAMBAKKAM, IN",09-08-2015,0.08,88,99,79
IN020040900,"MADRAS MINAMBAKKAM, IN",10-08-2015,0,88,99,80
IN020040900,"MADRAS MINAMBAKKAM, IN",11-08-2015,0.04,87,98,78
IN020040900,"MADRAS MINAMBAKKAM, IN",12-08-2015,0,87,96,80
IN020040900,"MADRAS MINAMBAKKAM, IN",13-08-2015,,88,97,80
IN020040900,"MADRAS MINAMBAKKAM, IN",14-08-2015,,87,97,78
IN020040900,"MADRAS MINAMBAKKAM, IN",15-08-2015,,87,,
IN020040900,"MADRAS MINAMBAKKAM, IN",16-08-2015,0.2,85,98,74
IN020040900,"MADRAS MINAMBAKKAM, IN",17-08-2015,0,87,,78
IN020040900,"MADRAS MINAMBAKKAM, IN",18-08-2015,,87,95,78
IN020040900,"MADRAS MINAMBAKKAM, IN",19-08-2015,,87,95,80
IN020040900,"MADRAS MINAMBAKKAM, IN",20-08-2015,,86,,
IN020040900,"MADRAS MINAMBAKKAM, IN",21-08-2015,0.91,81,97,72
IN020040900,"MADRAS MINAMBAKKAM, IN",22-08-2015,0.2,82,90,73
IN020040900,"MADRAS MINAMBAKKAM, IN",23-08-2015,0.04,86,94,73
IN020040900,"MADRAS MINAMBAKKAM, IN",24-08-2015,0,87,96,77
IN020040900,"MADRAS MINAMBAKKAM, IN",25-08-2015,,88,98,79
IN020040900,"MADRAS MINAMBAKKAM, IN",26-08-2015,,88,98,
IN020040900,"MADRAS MINAMBAKKAM, IN",27-08-2015,0.04,84,95,77
IN020040900,"MADRAS MINAMBAKKAM, IN",28-08-2015,0.02,86,93,78
IN020040900,"MADRAS MINAMBAKKAM, IN",29-08-2015,0,88,97,76
IN020040900,"MADRAS MINAMBAKKAM, IN",30-08-2015,0.08,87,99,
IN020040900,"MADRAS MINAMBAKKAM, IN",31-08-2015,0.04,87,99,75
IN020040900,"MADRAS MINAMBAKKAM, IN",01-09-2015,0,89,98,80
IN020040900,"MADRAS MINAMBAKKAM, IN",02-09-2015,,88,,78
IN020040900,"MADRAS MINAMBAKKAM, IN",03-09-2015,0,86,98,79
IN020040900,"MADRAS MINAMBAKKAM, IN",04-09-2015,,87,96,80
IN020040900,"MADRAS MINAMBAKKAM, IN",05-09-2015,,87,96,80
IN020040900,"MADRAS MINAMBAKKAM, IN",06-09-2015,,88,98,79
IN020040900,"MADRAS MINAMBAKKAM, IN",07-09-2015,0,83,98,78
IN020040900,"MADRAS MINAMBAKKAM, IN",08-09-2015,0.02,86,95,76
IN020040900,"MADRAS MINAMBAKKAM, IN",09-09-2015,0,85,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",10-09-2015,1.38,85,93,72
IN020040900,"MADRAS MINAMBAKKAM, IN",11-09-2015,0.01,86,92,78
IN020040900,"MADRAS MINAMBAKKAM, IN",12-09-2015,0.02,86,93,79
IN020040900,"MADRAS MINAMBAKKAM, IN",13-09-2015,0,87,97,78
IN020040900,"MADRAS MINAMBAKKAM, IN",14-09-2015,0,87,97,77
IN020040900,"MADRAS MINAMBAKKAM, IN",15-09-2015,0,88,98,80
IN020040900,"MADRAS MINAMBAKKAM, IN",16-09-2015,,90,99,81
IN020040900,"MADRAS MINAMBAKKAM, IN",17-09-2015,,88,99,81
IN020040900,"MADRAS MINAMBAKKAM, IN",18-09-2015,,87,98,79
IN020040900,"MADRAS MINAMBAKKAM, IN",19-09-2015,0.04,87,96,78
IN020040900,"MADRAS MINAMBAKKAM, IN",20-09-2015,0,86,97,
IN020040900,"MADRAS MINAMBAKKAM, IN",21-09-2015,0.91,86,97,73
IN020040900,"MADRAS MINAMBAKKAM, IN",22-09-2015,0,87,95,78
IN020040900,"MADRAS MINAMBAKKAM, IN",23-09-2015,,87,95,79
IN020040900,"MADRAS MINAMBAKKAM, IN",24-09-2015,,88,,79
IN020040900,"MADRAS MINAMBAKKAM, IN",25-09-2015,,88,,79
IN020040900,"MADRAS MINAMBAKKAM, IN",26-09-2015,,87,,77
IN020040900,"MADRAS MINAMBAKKAM, IN",27-09-2015,,85,98,79
IN020040900,"MADRAS MINAMBAKKAM, IN",28-09-2015,,84,96,78
IN020040900,"MADRAS MINAMBAKKAM, IN",29-09-2015,,83,94,76
IN020040900,"MADRAS MINAMBAKKAM, IN",30-09-2015,0,85,94,75
IN020040900,"MADRAS MINAMBAKKAM, IN",01-10-2015,0.04,84,94,76
IN020040900,"MADRAS MINAMBAKKAM, IN",02-10-2015,0.02,85,97,
IN020040900,"MADRAS MINAMBAKKAM, IN",03-10-2015,1.06,83,97,73
IN020040900,"MADRAS MINAMBAKKAM, IN",04-10-2015,0,85,,
IN020040900,"MADRAS MINAMBAKKAM, IN",05-10-2015,0.63,81,94,73
IN020040900,"MADRAS MINAMBAKKAM, IN",06-10-2015,0,85,,75
IN020040900,"MADRAS MINAMBAKKAM, IN",07-10-2015,,84,96,76
IN020040900,"MADRAS MINAMBAKKAM, IN",08-10-2015,0.67,85,96,72
IN020040900,"MADRAS MINAMBAKKAM, IN",09-10-2015,0,85,94,77
IN020040900,"MADRAS MINAMBAKKAM, IN",10-10-2015,0.04,86,96,75
IN020040900,"MADRAS MINAMBAKKAM, IN",11-10-2015,0.83,84,96,72
IN020040900,"MADRAS MINAMBAKKAM, IN",12-10-2015,0,86,,77
IN020040900,"MADRAS MINAMBAKKAM, IN",13-10-2015,,85,,75
IN020040900,"MADRAS MINAMBAKKAM, IN",14-10-2015,,86,,75
IN020040900,"MADRAS MINAMBAKKAM, IN",15-10-2015,,85,94,76
IN020040900,"MADRAS MINAMBAKKAM, IN",16-10-2015,,84,93,76
IN020040900,"MADRAS MINAMBAKKAM, IN",17-10-2015,,84,,76
IN020040900,"MADRAS MINAMBAKKAM, IN",18-10-2015,,85,94,76
IN020040900,"MADRAS MINAMBAKKAM, IN",19-10-2015,0.12,85,94,77
IN020040900,"MADRAS MINAMBAKKAM, IN",20-10-2015,0,86,,77
IN020040900,"MADRAS MINAMBAKKAM, IN",21-10-2015,,84,,
IN020040900,"MADRAS MINAMBAKKAM, IN",22-10-2015,,83,93,75
IN020040900,"MADRAS MINAMBAKKAM, IN",23-10-2015,,79,92,74
IN020040900,"MADRAS MINAMBAKKAM, IN",24-10-2015,0.28,82,90,72
IN020040900,"MADRAS MINAMBAKKAM, IN",25-10-2015,0,83,91,74
IN020040900,"MADRAS MINAMBAKKAM, IN",26-10-2015,0,83,92,75
IN020040900,"MADRAS MINAMBAKKAM, IN",27-10-2015,0.02,83,93,
IN020040900,"MADRAS MINAMBAKKAM, IN",28-10-2015,0.55,81,93,72
IN020040900,"MADRAS MINAMBAKKAM, IN",29-10-2015,0.55,81,89,74
IN020040900,"MADRAS MINAMBAKKAM, IN",30-10-2015,0.51,80,88,74
IN020040900,"MADRAS MINAMBAKKAM, IN",31-10-2015,0.94,80,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",01-11-2015,0.39,80,,
IN020040900,"MADRAS MINAMBAKKAM, IN",02-11-2015,2.2,83,,73
IN020040900,"MADRAS MINAMBAKKAM, IN",03-11-2015,0,81,90,76
IN020040900,"MADRAS MINAMBAKKAM, IN",04-11-2015,0.01,83,90,75
IN020040900,"MADRAS MINAMBAKKAM, IN",05-11-2015,0.16,81,90,70
IN020040900,"MADRAS MINAMBAKKAM, IN",06-11-2015,0.03,83,90,76
IN020040900,"MADRAS MINAMBAKKAM, IN",07-11-2015,0.28,80,90,75
IN020040900,"MADRAS MINAMBAKKAM, IN",08-11-2015,1.69,78,87,73
IN020040900,"MADRAS MINAMBAKKAM, IN",09-11-2015,6.57,79,,73
IN020040900,"MADRAS MINAMBAKKAM, IN",10-11-2015,1.85,79,,71
IN020040900,"MADRAS MINAMBAKKAM, IN",11-11-2015,1.02,79,86,72
IN020040900,"MADRAS MINAMBAKKAM, IN",12-11-2015,2.91,81,88,73
IN020040900,"MADRAS MINAMBAKKAM, IN",13-11-2015,4.65,77,88,74
IN020040900,"MADRAS MINAMBAKKAM, IN",14-11-2015,0.39,80,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",15-11-2015,0.51,77,84,73
IN020040900,"MADRAS MINAMBAKKAM, IN",16-11-2015,10.43,78,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",17-11-2015,1.61,77,83,70
IN020040900,"MADRAS MINAMBAKKAM, IN",18-11-2015,0,78,84,71
IN020040900,"MADRAS MINAMBAKKAM, IN",19-11-2015,0.12,79,85,73
IN020040900,"MADRAS MINAMBAKKAM, IN",20-11-2015,1.46,81,88,73
IN020040900,"MADRAS MINAMBAKKAM, IN",21-11-2015,0.67,81,88,74
IN020040900,"MADRAS MINAMBAKKAM, IN",22-11-2015,0.51,80,88,74
IN020040900,"MADRAS MINAMBAKKAM, IN",23-11-2015,2.05,79,88,72
IN020040900,"MADRAS MINAMBAKKAM, IN",24-11-2015,5.47,80,88,72
IN020040900,"MADRAS MINAMBAKKAM, IN",25-11-2015,0,81,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",26-11-2015,0.01,81,87,76
IN020040900,"MADRAS MINAMBAKKAM, IN",27-11-2015,0,79,,71
IN020040900,"MADRAS MINAMBAKKAM, IN",28-11-2015,,81,88,70
IN020040900,"MADRAS MINAMBAKKAM, IN",29-11-2015,0.24,81,88,76
IN020040900,"MADRAS MINAMBAKKAM, IN",30-11-2015,1.06,79,,
IN020040900,"MADRAS MINAMBAKKAM, IN",01-12-2015,2.52,76,83,71
IN020040900,"MADRAS MINAMBAKKAM, IN",02-12-2015,13.58,77,,71
IN020040900,"MADRAS MINAMBAKKAM, IN",03-12-2015,1.1,78,84,71
IN020040900,"MADRAS MINAMBAKKAM, IN",04-12-2015,0.51,78,84,72
IN020040900,"MADRAS MINAMBAKKAM, IN",05-12-2015,1.38,78,84,69
IN020040900,"MADRAS MINAMBAKKAM, IN",06-12-2015,0.83,78,83,73
IN020040900,"MADRAS MINAMBAKKAM, IN",07-12-2015,1.02,80,,73
IN020040900,"MADRAS MINAMBAKKAM, IN",08-12-2015,0,79,86,72
IN020040900,"MADRAS MINAMBAKKAM, IN",09-12-2015,0.28,80,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",10-12-2015,0.12,80,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",11-12-2015,0,81,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",12-12-2015,,81,,73
IN020040900,"MADRAS MINAMBAKKAM, IN",13-12-2015,,81,,70
IN020040900,"MADRAS MINAMBAKKAM, IN",14-12-2015,,79,89,72
IN020040900,"MADRAS MINAMBAKKAM, IN",15-12-2015,,78,,
IN020040900,"MADRAS MINAMBAKKAM, IN",16-12-2015,,79,,67
IN020040900,"MADRAS MINAMBAKKAM, IN",17-12-2015,,80,,70
IN020040900,"MADRAS MINAMBAKKAM, IN",18-12-2015,,81,,70
IN020040900,"MADRAS MINAMBAKKAM, IN",19-12-2015,,81,,
IN020040900,"MADRAS MINAMBAKKAM, IN",20-12-2015,,80,,
IN020040900,"MADRAS MINAMBAKKAM, IN",21-12-2015,,81,,69
IN020040900,"MADRAS MINAMBAKKAM, IN",22-12-2015,,81,91,71
IN020040900,"MADRAS MINAMBAKKAM, IN",23-12-2015,,82,,73
IN020040900,"MADRAS MINAMBAKKAM, IN",24-12-2015,,81,,71
IN020040900,"MADRAS MINAMBAKKAM, IN",25-12-2015,,80,,71
IN020040900,"MADRAS MINAMBAKKAM, IN",26-12-2015,,78,88,70
IN020040900,"MADRAS MINAMBAKKAM, IN",27-12-2015,0,80,,
IN020040900,"MADRAS MINAMBAKKAM, IN",28-12-2015,,79,,73
IN020040900,"MADRAS MINAMBAKKAM, IN",29-12-2015,,79,,70
IN020040900,"MADRAS MINAMBAKKAM, IN",30-12-2015,,79,,69
IN020040900,"MADRAS MINAMBAKKAM, IN",31-12-2015,,79,,69
IN020040900,"MADRAS MINAMBAKKAM, IN",01-01-2016,,79,86,70
IN020040900,"MADRAS MINAMBAKKAM, IN",02-01-2016,,78,,69
IN020040900,"MADRAS MINAMBAKKAM, IN",03-01-2016,,79,,67
IN020040900,"MADRAS MINAMBAKKAM, IN",04-01-2016,,80,,69
IN020040900,"MADRAS MINAMBAKKAM, IN",05-01-2016,,79,88,69
IN020040900,"MADRAS MINAMBAKKAM, IN",06-01-2016,,80,,69
IN020040900,"MADRAS MINAMBAKKAM, IN",07-01-2016,,79,,68
IN020040900,"MADRAS MINAMBAKKAM, IN",08-01-2016,,79,,70
IN020040900,"MADRAS MINAMBAKKAM, IN",09-01-2016,,77,87,
IN020040900,"MADRAS MINAMBAKKAM, IN",10-01-2016,,77,,66
IN020040900,"MADRAS MINAMBAKKAM, IN",11-01-2016,,78,,67
IN020040900,"MADRAS MINAMBAKKAM, IN",12-01-2016,,77,,68
IN020040900,"MADRAS MINAMBAKKAM, IN",13-01-2016,,78,,67
IN020040900,"MADRAS MINAMBAKKAM, IN",14-01-2016,,78,,68
IN020040900,"MADRAS MINAMBAKKAM, IN",15-01-2016,,77,,67
IN020040900,"MADRAS MINAMBAKKAM, IN",16-01-2016,,77,,66
IN020040900,"MADRAS MINAMBAKKAM, IN",17-01-2016,,77,87,66
IN020040900,"MADRAS MINAMBAKKAM, IN",18-01-2016,,80,,68
IN020040900,"MADRAS MINAMBAKKAM, IN",19-01-2016,,82,,71
IN020040900,"MADRAS MINAMBAKKAM, IN",20-01-2016,,81,87,74
IN020040900,"MADRAS MINAMBAKKAM, IN",21-01-2016,,82,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",22-01-2016,,81,88,73
IN020040900,"MADRAS MINAMBAKKAM, IN",23-01-2016,0.08,80,87,74
IN020040900,"MADRAS MINAMBAKKAM, IN",24-01-2016,0,81,,
IN020040900,"MADRAS MINAMBAKKAM, IN",25-01-2016,0,80,,71
IN020040900,"MADRAS MINAMBAKKAM, IN",26-01-2016,,79,,69
IN020040900,"MADRAS MINAMBAKKAM, IN",27-01-2016,,79,,70
IN020040900,"MADRAS MINAMBAKKAM, IN",28-01-2016,,80,,69
IN020040900,"MADRAS MINAMBAKKAM, IN",29-01-2016,,79,,70
IN020040900,"MADRAS MINAMBAKKAM, IN",30-01-2016,,80,,69
IN020040900,"MADRAS MINAMBAKKAM, IN",31-01-2016,,79,,
IN020040900,"MADRAS MINAMBAKKAM, IN",01-02-2016,,79,,68
IN020040900,"MADRAS MINAMBAKKAM, IN",02-02-2016,,79,,67
IN020040900,"MADRAS MINAMBAKKAM, IN",03-02-2016,,80,91,70
IN020040900,"MADRAS MINAMBAKKAM, IN",04-02-2016,,80,90,68
IN020040900,"MADRAS MINAMBAKKAM, IN",05-02-2016,,80,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",06-02-2016,,79,90,72
IN020040900,"MADRAS MINAMBAKKAM, IN",07-02-2016,,81,,71
IN020040900,"MADRAS MINAMBAKKAM, IN",08-02-2016,,80,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",09-02-2016,,79,,71
IN020040900,"MADRAS MINAMBAKKAM, IN",10-02-2016,,82,,70
IN020040900,"MADRAS MINAMBAKKAM, IN",11-02-2016,,81,92,71
IN020040900,"MADRAS MINAMBAKKAM, IN",12-02-2016,,80,91,70
IN020040900,"MADRAS MINAMBAKKAM, IN",13-02-2016,,80,91,70
IN020040900,"MADRAS MINAMBAKKAM, IN",14-02-2016,,79,90,71
IN020040900,"MADRAS MINAMBAKKAM, IN",15-02-2016,,80,89,69
IN020040900,"MADRAS MINAMBAKKAM, IN",16-02-2016,,81,,71
IN020040900,"MADRAS MINAMBAKKAM, IN",17-02-2016,,82,,
IN020040900,"MADRAS MINAMBAKKAM, IN",18-02-2016,,82,91,74
IN020040900,"MADRAS MINAMBAKKAM, IN",19-02-2016,,82,91,72
IN020040900,"MADRAS MINAMBAKKAM, IN",20-02-2016,,83,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",21-02-2016,,83,93,75
IN020040900,"MADRAS MINAMBAKKAM, IN",22-02-2016,,83,93,74
IN020040900,"MADRAS MINAMBAKKAM, IN",23-02-2016,,82,94,70
IN020040900,"MADRAS MINAMBAKKAM, IN",24-02-2016,,82,,70
IN020040900,"MADRAS MINAMBAKKAM, IN",25-02-2016,,84,92,74
IN020040900,"MADRAS MINAMBAKKAM, IN",26-02-2016,,83,91,
IN020040900,"MADRAS MINAMBAKKAM, IN",27-02-2016,,83,90,73
IN020040900,"MADRAS MINAMBAKKAM, IN",28-02-2016,,84,91,
IN020040900,"MADRAS MINAMBAKKAM, IN",29-02-2016,,84,91,75
IN020040900,"MADRAS MINAMBAKKAM, IN",01-03-2016,,84,,75
IN020040900,"MADRAS MINAMBAKKAM, IN",02-03-2016,,83,92,75
IN020040900,"MADRAS MINAMBAKKAM, IN",03-03-2016,,83,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",04-03-2016,,82,,73
IN020040900,"MADRAS MINAMBAKKAM, IN",05-03-2016,,84,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",06-03-2016,,83,92,74
IN020040900,"MADRAS MINAMBAKKAM, IN",07-03-2016,,85,92,73
IN020040900,"MADRAS MINAMBAKKAM, IN",08-03-2016,,85,92,74
IN020040900,"MADRAS MINAMBAKKAM, IN",09-03-2016,,84,,73
IN020040900,"MADRAS MINAMBAKKAM, IN",10-03-2016,,85,,75
IN020040900,"MADRAS MINAMBAKKAM, IN",11-03-2016,,86,93,73
IN020040900,"MADRAS MINAMBAKKAM, IN",12-03-2016,,86,,76
IN020040900,"MADRAS MINAMBAKKAM, IN",13-03-2016,,85,,76
IN020040900,"MADRAS MINAMBAKKAM, IN",14-03-2016,,85,96,76
IN020040900,"MADRAS MINAMBAKKAM, IN",15-03-2016,,85,,76
IN020040900,"MADRAS MINAMBAKKAM, IN",16-03-2016,,85,94,76
IN020040900,"MADRAS MINAMBAKKAM, IN",17-03-2016,,85,94,77
IN020040900,"MADRAS MINAMBAKKAM, IN",18-03-2016,,85,93,
IN020040900,"MADRAS MINAMBAKKAM, IN",19-03-2016,,86,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",20-03-2016,,87,,75
IN020040900,"MADRAS MINAMBAKKAM, IN",21-03-2016,,89,,76
IN020040900,"MADRAS MINAMBAKKAM, IN",22-03-2016,,89,,79
IN020040900,"MADRAS MINAMBAKKAM, IN",23-03-2016,,87,,
IN020040900,"MADRAS MINAMBAKKAM, IN",24-03-2016,,86,98,78
IN020040900,"MADRAS MINAMBAKKAM, IN",25-03-2016,,85,94,75
IN020040900,"MADRAS MINAMBAKKAM, IN",26-03-2016,,84,93,76
IN020040900,"MADRAS MINAMBAKKAM, IN",27-03-2016,,84,93,73
IN020040900,"MADRAS MINAMBAKKAM, IN",28-03-2016,,85,93,74
IN020040900,"MADRAS MINAMBAKKAM, IN",29-03-2016,,86,94,78
IN020040900,"MADRAS MINAMBAKKAM, IN",30-03-2016,,86,95,77
IN020040900,"MADRAS MINAMBAKKAM, IN",31-03-2016,,86,95,77
IN020040900,"MADRAS MINAMBAKKAM, IN",01-04-2016,,86,95,77
IN020040900,"MADRAS MINAMBAKKAM, IN",02-04-2016,,87,,77
IN020040900,"MADRAS MINAMBAKKAM, IN",03-04-2016,,87,,77
IN020040900,"MADRAS MINAMBAKKAM, IN",04-04-2016,,87,98,78
IN020040900,"MADRAS MINAMBAKKAM, IN",05-04-2016,,87,98,77
IN020040900,"MADRAS MINAMBAKKAM, IN",06-04-2016,,87,99,76
IN020040900,"MADRAS MINAMBAKKAM, IN",07-04-2016,,88,98,80
IN020040900,"MADRAS MINAMBAKKAM, IN",08-04-2016,,87,97,80
IN020040900,"MADRAS MINAMBAKKAM, IN",09-04-2016,,87,96,77
IN020040900,"MADRAS MINAMBAKKAM, IN",10-04-2016,,86,,76
IN020040900,"MADRAS MINAMBAKKAM, IN",11-04-2016,,87,97,76
IN020040900,"MADRAS MINAMBAKKAM, IN",12-04-2016,,89,98,77
IN020040900,"MADRAS MINAMBAKKAM, IN",13-04-2016,,90,,81
IN020040900,"MADRAS MINAMBAKKAM, IN",14-04-2016,,90,102,82
IN020040900,"MADRAS MINAMBAKKAM, IN",15-04-2016,,89,103,82
IN020040900,"MADRAS MINAMBAKKAM, IN",16-04-2016,,89,99,80
IN020040900,"MADRAS MINAMBAKKAM, IN",17-04-2016,,89,99,80
IN020040900,"MADRAS MINAMBAKKAM, IN",18-04-2016,,88,99,81
IN020040900,"MADRAS MINAMBAKKAM, IN",19-04-2016,,88,97,
IN020040900,"MADRAS MINAMBAKKAM, IN",20-04-2016,,89,97,79
IN020040900,"MADRAS MINAMBAKKAM, IN",21-04-2016,,90,,81
IN020040900,"MADRAS MINAMBAKKAM, IN",22-04-2016,,92,,82
IN020040900,"MADRAS MINAMBAKKAM, IN",23-04-2016,,92,107,83
IN020040900,"MADRAS MINAMBAKKAM, IN",24-04-2016,,91,105,83
IN020040900,"MADRAS MINAMBAKKAM, IN",25-04-2016,,91,101,83
IN020040900,"MADRAS MINAMBAKKAM, IN",26-04-2016,,89,101,82
IN020040900,"MADRAS MINAMBAKKAM, IN",27-04-2016,,89,99,80
IN020040900,"MADRAS MINAMBAKKAM, IN",28-04-2016,,89,,81
IN020040900,"MADRAS MINAMBAKKAM, IN",29-04-2016,,89,101,80
IN020040900,"MADRAS MINAMBAKKAM, IN",30-04-2016,,89,100,80
IN020040900,"MADRAS MINAMBAKKAM, IN",01-05-2016,,90,,80
IN020040900,"MADRAS MINAMBAKKAM, IN",02-05-2016,,90,103,80
IN020040900,"MADRAS MINAMBAKKAM, IN",03-05-2016,,91,102,82
IN020040900,"MADRAS MINAMBAKKAM, IN",04-05-2016,,90,101,83
IN020040900,"MADRAS MINAMBAKKAM, IN",05-05-2016,,89,101,82
IN020040900,"MADRAS MINAMBAKKAM, IN",06-05-2016,,89,99,82
IN020040900,"MADRAS MINAMBAKKAM, IN",07-05-2016,,89,99,82
IN020040900,"MADRAS MINAMBAKKAM, IN",08-05-2016,,90,99,81
IN020040900,"MADRAS MINAMBAKKAM, IN",09-05-2016,,90,99,83
IN020040900,"MADRAS MINAMBAKKAM, IN",10-05-2016,,90,99,83
IN020040900,"MADRAS MINAMBAKKAM, IN",11-05-2016,,90,99,84
IN020040900,"MADRAS MINAMBAKKAM, IN",12-05-2016,,90,,82
IN020040900,"MADRAS MINAMBAKKAM, IN",13-05-2016,,90,100,82
IN020040900,"MADRAS MINAMBAKKAM, IN",14-05-2016,,90,101,81
IN020040900,"MADRAS MINAMBAKKAM, IN",15-05-2016,,90,100,
IN020040900,"MADRAS MINAMBAKKAM, IN",16-05-2016,0.08,86,99,78
IN020040900,"MADRAS MINAMBAKKAM, IN",17-05-2016,2.8,79,93,74
IN020040900,"MADRAS MINAMBAKKAM, IN",18-05-2016,4.61,79,81,74
IN020040900,"MADRAS MINAMBAKKAM, IN",19-05-2016,2.17,83,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",20-05-2016,0,88,,77
IN020040900,"MADRAS MINAMBAKKAM, IN",21-05-2016,,91,,80
IN020040900,"MADRAS MINAMBAKKAM, IN",22-05-2016,,93,103,82
IN020040900,"MADRAS MINAMBAKKAM, IN",23-05-2016,,93,103,83
IN020040900,"MADRAS MINAMBAKKAM, IN",24-05-2016,,93,,81
IN020040900,"MADRAS MINAMBAKKAM, IN",25-05-2016,,94,,83
IN020040900,"MADRAS MINAMBAKKAM, IN",26-05-2016,,93,106,84
IN020040900,"MADRAS MINAMBAKKAM, IN",27-05-2016,,90,105,
IN020040900,"MADRAS MINAMBAKKAM, IN",28-05-2016,,91,,81
IN020040900,"MADRAS MINAMBAKKAM, IN",29-05-2016,,91,105,81
IN020040900,"MADRAS MINAMBAKKAM, IN",30-05-2016,,91,,82
IN020040900,"MADRAS MINAMBAKKAM, IN",31-05-2016,,91,102,82
IN020040900,"MADRAS MINAMBAKKAM, IN",01-06-2016,,90,,82
IN020040900,"MADRAS MINAMBAKKAM, IN",02-06-2016,,89,103,81
IN020040900,"MADRAS MINAMBAKKAM, IN",03-06-2016,,89,,82
IN020040900,"MADRAS MINAMBAKKAM, IN",04-06-2016,,88,101,81
IN020040900,"MADRAS MINAMBAKKAM, IN",05-06-2016,,88,,
IN020040900,"MADRAS MINAMBAKKAM, IN",06-06-2016,,87,,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-06-2016,1.18,85,98,72
IN020040900,"MADRAS MINAMBAKKAM, IN",08-06-2016,0.16,84,97,76
IN020040900,"MADRAS MINAMBAKKAM, IN",09-06-2016,0.28,88,,78
IN020040900,"MADRAS MINAMBAKKAM, IN",10-06-2016,0,89,98,81
IN020040900,"MADRAS MINAMBAKKAM, IN",11-06-2016,,90,,81
IN020040900,"MADRAS MINAMBAKKAM, IN",12-06-2016,,90,100,82
IN020040900,"MADRAS MINAMBAKKAM, IN",13-06-2016,,92,100,84
IN020040900,"MADRAS MINAMBAKKAM, IN",14-06-2016,0,92,,82
IN020040900,"MADRAS MINAMBAKKAM, IN",15-06-2016,,91,101,83
IN020040900,"MADRAS MINAMBAKKAM, IN",16-06-2016,,90,100,84
IN020040900,"MADRAS MINAMBAKKAM, IN",17-06-2016,,90,99,83
IN020040900,"MADRAS MINAMBAKKAM, IN",18-06-2016,,88,96,
IN020040900,"MADRAS MINAMBAKKAM, IN",19-06-2016,,87,,
IN020040900,"MADRAS MINAMBAKKAM, IN",20-06-2016,0.43,85,98,74
IN020040900,"MADRAS MINAMBAKKAM, IN",21-06-2016,0,85,,77
IN020040900,"MADRAS MINAMBAKKAM, IN",22-06-2016,0.08,85,96,78
IN020040900,"MADRAS MINAMBAKKAM, IN",23-06-2016,0,84,93,77
IN020040900,"MADRAS MINAMBAKKAM, IN",24-06-2016,0,87,,78
IN020040900,"MADRAS MINAMBAKKAM, IN",25-06-2016,0.08,83,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",26-06-2016,0.28,83,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",27-06-2016,0.67,84,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",28-06-2016,0,83,,
IN020040900,"MADRAS MINAMBAKKAM, IN",29-06-2016,1.18,82,94,74
IN020040900,"MADRAS MINAMBAKKAM, IN",30-06-2016,0.12,86,,78
IN020040900,"MADRAS MINAMBAKKAM, IN",01-07-2016,0,89,,79
IN020040900,"MADRAS MINAMBAKKAM, IN",02-07-2016,,88,,82
IN020040900,"MADRAS MINAMBAKKAM, IN",03-07-2016,,88,98,81
IN020040900,"MADRAS MINAMBAKKAM, IN",04-07-2016,,89,,80
IN020040900,"MADRAS MINAMBAKKAM, IN",05-07-2016,,88,98,80
IN020040900,"MADRAS MINAMBAKKAM, IN",06-07-2016,,88,,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-07-2016,,85,98,76
IN020040900,"MADRAS MINAMBAKKAM, IN",08-07-2016,,88,,76
IN020040900,"MADRAS MINAMBAKKAM, IN",09-07-2016,,90,,81
IN020040900,"MADRAS MINAMBAKKAM, IN",10-07-2016,,89,97,81
IN020040900,"MADRAS MINAMBAKKAM, IN",11-07-2016,,90,97,
IN020040900,"MADRAS MINAMBAKKAM, IN",12-07-2016,,90,99,81
IN020040900,"MADRAS MINAMBAKKAM, IN",13-07-2016,,89,99,81
IN020040900,"MADRAS MINAMBAKKAM, IN",14-07-2016,0,89,100,82
