STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
IN020040900,"MADRAS MINAMBAKKAM, IN",01-01-2013,,78,87,
IN020040900,"MADRAS MINAMBAKKAM, IN",02-01-2013,,78,88,70
IN020040900,"MADRAS MINAMBAKKAM, IN",03-01-2013,,78,88,72
IN020040900,"MADRAS MINAMBAKKAM, IN",04-01-2013,,78,88,71
IN020040900,"MADRAS MINAMBAKKAM, IN",05-01-2013,,79,88,71
IN020040900,"MADRAS MINAMBAKKAM, IN",06-01-2013,,78,88,72
IN020040900,"MADRAS MINAMBAKKAM, IN",07-01-2013,,78,88,71
IN020040900,"MADRAS MINAMBAKKAM, IN",08-01-2013,,79,88,72
IN020040900,"MADRAS MINAMBAKKAM, IN",09-01-2013,,78,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",10-01-2013,,77,89,
IN020040900,"MADRAS MINAMBAKKAM, IN",11-01-2013,,78,89,70
IN020040900,"MADRAS MINAMBAKKAM, IN",12-01-2013,,76,87,
IN020040900,"MADRAS MINAMBAKKAM, IN",13-01-2013,,76,87,67
IN020040900,"MADRAS MINAMBAKKAM, IN",14-01-2013,,75,87,67
IN020040900,"MADRAS MINAMBAKKAM, IN",15-01-2013,,76,87,67
IN020040900,"MADRAS MINAMBAKKAM, IN",16-01-2013,,77,87,68
IN020040900,"MADRAS MINAMBAKKAM, IN",17-01-2013,,76,87,69
IN020040900,"MADRAS MINAMBAKKAM, IN",18-01-2013,,77,87,70
IN020040900,"MADRAS MINAMBAKKAM, IN",19-01-2013,,77,87,69
IN020040900,"MADRAS MINAMBAKKAM, IN",20-01-2013,,78,,69
IN020040900,"MADRAS MINAMBAKKAM, IN",21-01-2013,,77,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",22-01-2013,,78,89,69
IN020040900,"MADRAS MINAMBAKKAM, IN",23-01-2013,,78,89,69
IN020040900,"MADRAS MINAMBAKKAM, IN",24-01-2013,,77,87,69
IN020040900,"MADRAS MINAMBAKKAM, IN",25-01-2013,,77,87,70
IN020040900,"MADRAS MINAMBAKKAM, IN",26-01-2013,,77,87,
IN020040900,"MADRAS MINAMBAKKAM, IN",27-01-2013,,76,87,69
IN020040900,"MADRAS MINAMBAKKAM, IN",28-01-2013,,77,87,69
IN020040900,"MADRAS MINAMBAKKAM, IN",29-01-2013,,77,87,69
IN020040900,"MADRAS MINAMBAKKAM, IN",30-01-2013,,77,87,
IN020040900,"MADRAS MINAMBAKKAM, IN",31-01-2013,,77,87,70
IN020040900,"MADRAS MINAMBAKKAM, IN",01-02-2013,,76,87,68
IN020040900,"MADRAS MINAMBAKKAM, IN",02-02-2013,,76,87,68
IN020040900,"MADRAS MINAMBAKKAM, IN",03-02-2013,,77,88,67
IN020040900,"MADRAS MINAMBAKKAM, IN",04-02-2013,,78,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",05-02-2013,,79,88,71
IN020040900,"MADRAS MINAMBAKKAM, IN",06-02-2013,,79,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-02-2013,,79,89,70
IN020040900,"MADRAS MINAMBAKKAM, IN",08-02-2013,,78,89,72
IN020040900,"MADRAS MINAMBAKKAM, IN",09-02-2013,,79,89,
IN020040900,"MADRAS MINAMBAKKAM, IN",10-02-2013,,80,88,72
IN020040900,"MADRAS MINAMBAKKAM, IN",11-02-2013,,80,88,72
IN020040900,"MADRAS MINAMBAKKAM, IN",12-02-2013,,80,89,73
IN020040900,"MADRAS MINAMBAKKAM, IN",13-02-2013,,80,89,74
IN020040900,"MADRAS MINAMBAKKAM, IN",14-02-2013,,81,89,76
IN020040900,"MADRAS MINAMBAKKAM, IN",15-02-2013,,79,89,
IN020040900,"MADRAS MINAMBAKKAM, IN",16-02-2013,,82,91,74
IN020040900,"MADRAS MINAMBAKKAM, IN",17-02-2013,0.31,81,91,76
IN020040900,"MADRAS MINAMBAKKAM, IN",18-02-2013,0.02,81,89,77
IN020040900,"MADRAS MINAMBAKKAM, IN",19-02-2013,0,81,89,
IN020040900,"MADRAS MINAMBAKKAM, IN",20-02-2013,,79,89,72
IN020040900,"MADRAS MINAMBAKKAM, IN",21-02-2013,,79,89,71
IN020040900,"MADRAS MINAMBAKKAM, IN",22-02-2013,,79,88,71
IN020040900,"MADRAS MINAMBAKKAM, IN",23-02-2013,,78,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",24-02-2013,,77,88,67
IN020040900,"MADRAS MINAMBAKKAM, IN",25-02-2013,,77,90,68
IN020040900,"MADRAS MINAMBAKKAM, IN",26-02-2013,,78,93,68
IN020040900,"MADRAS MINAMBAKKAM, IN",27-02-2013,,80,93,
IN020040900,"MADRAS MINAMBAKKAM, IN",28-02-2013,,79,91,
IN020040900,"MADRAS MINAMBAKKAM, IN",01-03-2013,,79,91,68
IN020040900,"MADRAS MINAMBAKKAM, IN",02-03-2013,,80,91,71
IN020040900,"MADRAS MINAMBAKKAM, IN",03-03-2013,,79,92,69
IN020040900,"MADRAS MINAMBAKKAM, IN",04-03-2013,,80,92,71
IN020040900,"MADRAS MINAMBAKKAM, IN",05-03-2013,,82,90,74
IN020040900,"MADRAS MINAMBAKKAM, IN",06-03-2013,,81,90,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-03-2013,,81,89,73
IN020040900,"MADRAS MINAMBAKKAM, IN",08-03-2013,,82,90,77
IN020040900,"MADRAS MINAMBAKKAM, IN",09-03-2013,,83,92,76
IN020040900,"MADRAS MINAMBAKKAM, IN",10-03-2013,,83,92,75
IN020040900,"MADRAS MINAMBAKKAM, IN",11-03-2013,,83,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",12-03-2013,,81,94,72
IN020040900,"MADRAS MINAMBAKKAM, IN",13-03-2013,,81,92,71
IN020040900,"MADRAS MINAMBAKKAM, IN",14-03-2013,,82,92,72
IN020040900,"MADRAS MINAMBAKKAM, IN",15-03-2013,,82,92,74
IN020040900,"MADRAS MINAMBAKKAM, IN",16-03-2013,,82,91,
IN020040900,"MADRAS MINAMBAKKAM, IN",17-03-2013,,82,92,
IN020040900,"MADRAS MINAMBAKKAM, IN",18-03-2013,,81,92,72
IN020040900,"MADRAS MINAMBAKKAM, IN",19-03-2013,,82,92,72
IN020040900,"MADRAS MINAMBAKKAM, IN",20-03-2013,,82,92,
IN020040900,"MADRAS MINAMBAKKAM, IN",21-03-2013,,83,96,
IN020040900,"MADRAS MINAMBAKKAM, IN",22-03-2013,,83,97,73
IN020040900,"MADRAS MINAMBAKKAM, IN",23-03-2013,,83,97,73
IN020040900,"MADRAS MINAMBAKKAM, IN",24-03-2013,,83,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",25-03-2013,,84,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",26-03-2013,,85,95,75
IN020040900,"MADRAS MINAMBAKKAM, IN",27-03-2013,,85,96,
IN020040900,"MADRAS MINAMBAKKAM, IN",28-03-2013,,85,96,
IN020040900,"MADRAS MINAMBAKKAM, IN",29-03-2013,,86,94,77
IN020040900,"MADRAS MINAMBAKKAM, IN",30-03-2013,,86,95,79
IN020040900,"MADRAS MINAMBAKKAM, IN",31-03-2013,,86,95,79
IN020040900,"MADRAS MINAMBAKKAM, IN",01-04-2013,,86,95,77
IN020040900,"MADRAS MINAMBAKKAM, IN",02-04-2013,,85,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",03-04-2013,,84,93,77
IN020040900,"MADRAS MINAMBAKKAM, IN",04-04-2013,,85,96,
IN020040900,"MADRAS MINAMBAKKAM, IN",05-04-2013,,88,100,78
IN020040900,"MADRAS MINAMBAKKAM, IN",06-04-2013,,88,100,79
IN020040900,"MADRAS MINAMBAKKAM, IN",07-04-2013,,88,100,81
IN020040900,"MADRAS MINAMBAKKAM, IN",08-04-2013,,87,100,
IN020040900,"MADRAS MINAMBAKKAM, IN",09-04-2013,,86,97,80
IN020040900,"MADRAS MINAMBAKKAM, IN",10-04-2013,,85,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",11-04-2013,,86,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",12-04-2013,,87,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",13-04-2013,,87,95,79
IN020040900,"MADRAS MINAMBAKKAM, IN",14-04-2013,,87,96,80
IN020040900,"MADRAS MINAMBAKKAM, IN",15-04-2013,,89,99,81
IN020040900,"MADRAS MINAMBAKKAM, IN",16-04-2013,,90,104,83
IN020040900,"MADRAS MINAMBAKKAM, IN",17-04-2013,,90,104,83
IN020040900,"MADRAS MINAMBAKKAM, IN",18-04-2013,,89,102,
IN020040900,"MADRAS MINAMBAKKAM, IN",19-04-2013,,88,101,
IN020040900,"MADRAS MINAMBAKKAM, IN",20-04-2013,,88,98,
IN020040900,"MADRAS MINAMBAKKAM, IN",21-04-2013,0.01,87,98,81
IN020040900,"MADRAS MINAMBAKKAM, IN",22-04-2013,0,87,98,82
IN020040900,"MADRAS MINAMBAKKAM, IN",23-04-2013,,87,98,
IN020040900,"MADRAS MINAMBAKKAM, IN",24-04-2013,0,86,96,
IN020040900,"MADRAS MINAMBAKKAM, IN",25-04-2013,0.01,87,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",26-04-2013,0,87,96,
IN020040900,"MADRAS MINAMBAKKAM, IN",27-04-2013,,87,96,79
IN020040900,"MADRAS MINAMBAKKAM, IN",28-04-2013,,90,101,81
IN020040900,"MADRAS MINAMBAKKAM, IN",29-04-2013,,89,101,80
IN020040900,"MADRAS MINAMBAKKAM, IN",30-04-2013,,87,99,
IN020040900,"MADRAS MINAMBAKKAM, IN",01-05-2013,,88,97,80
IN020040900,"MADRAS MINAMBAKKAM, IN",02-05-2013,,89,98,80
IN020040900,"MADRAS MINAMBAKKAM, IN",03-05-2013,,89,101,82
IN020040900,"MADRAS MINAMBAKKAM, IN",04-05-2013,,89,101,83
IN020040900,"MADRAS MINAMBAKKAM, IN",05-05-2013,,89,100,83
IN020040900,"MADRAS MINAMBAKKAM, IN",06-05-2013,,87,100,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-05-2013,,88,98,
IN020040900,"MADRAS MINAMBAKKAM, IN",08-05-2013,,90,100,83
IN020040900,"MADRAS MINAMBAKKAM, IN",09-05-2013,,90,100,83
IN020040900,"MADRAS MINAMBAKKAM, IN",10-05-2013,,91,100,83
IN020040900,"MADRAS MINAMBAKKAM, IN",11-05-2013,,92,106,84
IN020040900,"MADRAS MINAMBAKKAM, IN",12-05-2013,,90,106,
IN020040900,"MADRAS MINAMBAKKAM, IN",13-05-2013,2.01,85,103,73
IN020040900,"MADRAS MINAMBAKKAM, IN",14-05-2013,0,88,98,81
IN020040900,"MADRAS MINAMBAKKAM, IN",15-05-2013,,90,102,
IN020040900,"MADRAS MINAMBAKKAM, IN",16-05-2013,,91,105,
IN020040900,"MADRAS MINAMBAKKAM, IN",17-05-2013,,89,105,81
IN020040900,"MADRAS MINAMBAKKAM, IN",18-05-2013,,88,102,
IN020040900,"MADRAS MINAMBAKKAM, IN",19-05-2013,,88,99,81
IN020040900,"MADRAS MINAMBAKKAM, IN",20-05-2013,,88,99,82
IN020040900,"MADRAS MINAMBAKKAM, IN",21-05-2013,,89,,82
IN020040900,"MADRAS MINAMBAKKAM, IN",22-05-2013,,90,106,82
IN020040900,"MADRAS MINAMBAKKAM, IN",23-05-2013,,92,107,82
IN020040900,"MADRAS MINAMBAKKAM, IN",24-05-2013,,93,108,
IN020040900,"MADRAS MINAMBAKKAM, IN",25-05-2013,,94,108,86
IN020040900,"MADRAS MINAMBAKKAM, IN",26-05-2013,0,92,109,
IN020040900,"MADRAS MINAMBAKKAM, IN",27-05-2013,,88,109,
IN020040900,"MADRAS MINAMBAKKAM, IN",28-05-2013,,89,101,
IN020040900,"MADRAS MINAMBAKKAM, IN",29-05-2013,,89,101,79
IN020040900,"MADRAS MINAMBAKKAM, IN",30-05-2013,,87,100,
IN020040900,"MADRAS MINAMBAKKAM, IN",31-05-2013,,86,98,
IN020040900,"MADRAS MINAMBAKKAM, IN",01-06-2013,,85,98,79
IN020040900,"MADRAS MINAMBAKKAM, IN",02-06-2013,,82,99,
IN020040900,"MADRAS MINAMBAKKAM, IN",03-06-2013,,87,99,76
IN020040900,"MADRAS MINAMBAKKAM, IN",04-06-2013,,87,97,
IN020040900,"MADRAS MINAMBAKKAM, IN",05-06-2013,,87,96,82
IN020040900,"MADRAS MINAMBAKKAM, IN",06-06-2013,,83,101,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-06-2013,,86,101,77
IN020040900,"MADRAS MINAMBAKKAM, IN",08-06-2013,0.04,87,98,78
IN020040900,"MADRAS MINAMBAKKAM, IN",09-06-2013,0,89,99,81
IN020040900,"MADRAS MINAMBAKKAM, IN",10-06-2013,0.03,87,99,
IN020040900,"MADRAS MINAMBAKKAM, IN",11-06-2013,0,86,101,
IN020040900,"MADRAS MINAMBAKKAM, IN",12-06-2013,0.16,87,101,77
IN020040900,"MADRAS MINAMBAKKAM, IN",13-06-2013,0,88,94,82
IN020040900,"MADRAS MINAMBAKKAM, IN",14-06-2013,,89,99,
IN020040900,"MADRAS MINAMBAKKAM, IN",15-06-2013,,89,99,80
IN020040900,"MADRAS MINAMBAKKAM, IN",16-06-2013,,90,101,80
IN020040900,"MADRAS MINAMBAKKAM, IN",17-06-2013,,91,103,83
IN020040900,"MADRAS MINAMBAKKAM, IN",18-06-2013,,91,103,83
IN020040900,"MADRAS MINAMBAKKAM, IN",19-06-2013,,91,103,84
IN020040900,"MADRAS MINAMBAKKAM, IN",20-06-2013,,91,103,84
IN020040900,"MADRAS MINAMBAKKAM, IN",21-06-2013,,90,101,84
IN020040900,"MADRAS MINAMBAKKAM, IN",22-06-2013,,90,102,
IN020040900,"MADRAS MINAMBAKKAM, IN",23-06-2013,0,89,102,83
IN020040900,"MADRAS MINAMBAKKAM, IN",24-06-2013,0,89,99,84
IN020040900,"MADRAS MINAMBAKKAM, IN",25-06-2013,0,91,,82
IN020040900,"MADRAS MINAMBAKKAM, IN",26-06-2013,,90,101,84
IN020040900,"MADRAS MINAMBAKKAM, IN",27-06-2013,,87,101,
IN020040900,"MADRAS MINAMBAKKAM, IN",28-06-2013,,85,100,75
IN020040900,"MADRAS MINAMBAKKAM, IN",29-06-2013,,84,99,76
IN020040900,"MADRAS MINAMBAKKAM, IN",30-06-2013,,87,100,76
IN020040900,"MADRAS MINAMBAKKAM, IN",01-07-2013,,88,100,79
IN020040900,"MADRAS MINAMBAKKAM, IN",02-07-2013,,86,100,80
IN020040900,"MADRAS MINAMBAKKAM, IN",03-07-2013,0.01,87,100,79
IN020040900,"MADRAS MINAMBAKKAM, IN",04-07-2013,0.01,86,98,80
IN020040900,"MADRAS MINAMBAKKAM, IN",05-07-2013,0,85,93,80
IN020040900,"MADRAS MINAMBAKKAM, IN",06-07-2013,0.02,84,93,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-07-2013,0.16,84,93,73
IN020040900,"MADRAS MINAMBAKKAM, IN",08-07-2013,0.16,83,93,77
IN020040900,"MADRAS MINAMBAKKAM, IN",09-07-2013,0,84,92,79
IN020040900,"MADRAS MINAMBAKKAM, IN",10-07-2013,0,82,94,73
IN020040900,"MADRAS MINAMBAKKAM, IN",11-07-2013,1.3,80,94,73
IN020040900,"MADRAS MINAMBAKKAM, IN",12-07-2013,0.24,84,94,74
IN020040900,"MADRAS MINAMBAKKAM, IN",13-07-2013,0,87,98,78
IN020040900,"MADRAS MINAMBAKKAM, IN",14-07-2013,,87,98,79
IN020040900,"MADRAS MINAMBAKKAM, IN",15-07-2013,,84,97,
IN020040900,"MADRAS MINAMBAKKAM, IN",16-07-2013,1.02,84,97,74
IN020040900,"MADRAS MINAMBAKKAM, IN",17-07-2013,0,84,92,77
IN020040900,"MADRAS MINAMBAKKAM, IN",18-07-2013,0,82,,
IN020040900,"MADRAS MINAMBAKKAM, IN",19-07-2013,,80,,
IN020040900,"MADRAS MINAMBAKKAM, IN",20-07-2013,,84,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",21-07-2013,0.35,84,94,75
IN020040900,"MADRAS MINAMBAKKAM, IN",22-07-2013,0.08,83,93,77
IN020040900,"MADRAS MINAMBAKKAM, IN",23-07-2013,0.02,82,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",24-07-2013,0.12,84,88,75
IN020040900,"MADRAS MINAMBAKKAM, IN",25-07-2013,0,84,88,78
IN020040900,"MADRAS MINAMBAKKAM, IN",26-07-2013,,86,,78
IN020040900,"MADRAS MINAMBAKKAM, IN",27-07-2013,,87,97,79
IN020040900,"MADRAS MINAMBAKKAM, IN",28-07-2013,,86,98,
IN020040900,"MADRAS MINAMBAKKAM, IN",29-07-2013,,86,98,77
IN020040900,"MADRAS MINAMBAKKAM, IN",30-07-2013,,88,98,79
IN020040900,"MADRAS MINAMBAKKAM, IN",31-07-2013,,87,98,
IN020040900,"MADRAS MINAMBAKKAM, IN",01-08-2013,,87,98,
IN020040900,"MADRAS MINAMBAKKAM, IN",02-08-2013,,86,98,79
IN020040900,"MADRAS MINAMBAKKAM, IN",03-08-2013,,85,98,
IN020040900,"MADRAS MINAMBAKKAM, IN",04-08-2013,0.35,85,98,
IN020040900,"MADRAS MINAMBAKKAM, IN",05-08-2013,0.2,84,97,74
IN020040900,"MADRAS MINAMBAKKAM, IN",06-08-2013,0.04,84,92,75
IN020040900,"MADRAS MINAMBAKKAM, IN",07-08-2013,0,85,96,78
IN020040900,"MADRAS MINAMBAKKAM, IN",08-08-2013,0.08,87,97,78
IN020040900,"MADRAS MINAMBAKKAM, IN",09-08-2013,0,85,98,
IN020040900,"MADRAS MINAMBAKKAM, IN",10-08-2013,0.28,81,98,74
IN020040900,"MADRAS MINAMBAKKAM, IN",11-08-2013,0.03,84,90,
IN020040900,"MADRAS MINAMBAKKAM, IN",12-08-2013,0.2,81,90,73
IN020040900,"MADRAS MINAMBAKKAM, IN",13-08-2013,0,83,93,
IN020040900,"MADRAS MINAMBAKKAM, IN",14-08-2013,0.24,77,93,75
IN020040900,"MADRAS MINAMBAKKAM, IN",15-08-2013,1.81,79,84,72
IN020040900,"MADRAS MINAMBAKKAM, IN",16-08-2013,0.08,80,89,
IN020040900,"MADRAS MINAMBAKKAM, IN",17-08-2013,1.42,83,91,74
IN020040900,"MADRAS MINAMBAKKAM, IN",18-08-2013,0,85,92,77
IN020040900,"MADRAS MINAMBAKKAM, IN",19-08-2013,,86,94,79
IN020040900,"MADRAS MINAMBAKKAM, IN",20-08-2013,,84,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",21-08-2013,,85,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",22-08-2013,0.43,86,96,74
IN020040900,"MADRAS MINAMBAKKAM, IN",23-08-2013,0,87,97,81
IN020040900,"MADRAS MINAMBAKKAM, IN",24-08-2013,0.02,85,97,78
IN020040900,"MADRAS MINAMBAKKAM, IN",25-08-2013,0,87,97,79
IN020040900,"MADRAS MINAMBAKKAM, IN",26-08-2013,,86,97,78
IN020040900,"MADRAS MINAMBAKKAM, IN",27-08-2013,,86,95,80
IN020040900,"MADRAS MINAMBAKKAM, IN",28-08-2013,,85,96,
IN020040900,"MADRAS MINAMBAKKAM, IN",29-08-2013,0,85,97,76
IN020040900,"MADRAS MINAMBAKKAM, IN",30-08-2013,1.22,85,97,74
IN020040900,"MADRAS MINAMBAKKAM, IN",31-08-2013,0,86,94,79
IN020040900,"MADRAS MINAMBAKKAM, IN",01-09-2013,,86,94,80
IN020040900,"MADRAS MINAMBAKKAM, IN",02-09-2013,,85,94,78
IN020040900,"MADRAS MINAMBAKKAM, IN",03-09-2013,,84,,
IN020040900,"MADRAS MINAMBAKKAM, IN",04-09-2013,0.67,84,97,72
IN020040900,"MADRAS MINAMBAKKAM, IN",05-09-2013,0,84,94,78
IN020040900,"MADRAS MINAMBAKKAM, IN",06-09-2013,,84,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-09-2013,,84,95,76
IN020040900,"MADRAS MINAMBAKKAM, IN",08-09-2013,0.01,82,,
IN020040900,"MADRAS MINAMBAKKAM, IN",09-09-2013,0.67,82,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",10-09-2013,0.08,82,92,
IN020040900,"MADRAS MINAMBAKKAM, IN",11-09-2013,3.31,78,87,72
IN020040900,"MADRAS MINAMBAKKAM, IN",12-09-2013,0.67,79,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",13-09-2013,0.12,81,88,76
IN020040900,"MADRAS MINAMBAKKAM, IN",14-09-2013,0.47,83,91,77
IN020040900,"MADRAS MINAMBAKKAM, IN",15-09-2013,0,85,95,77
IN020040900,"MADRAS MINAMBAKKAM, IN",16-09-2013,,85,95,78
IN020040900,"MADRAS MINAMBAKKAM, IN",17-09-2013,,84,93,78
IN020040900,"MADRAS MINAMBAKKAM, IN",18-09-2013,,85,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",19-09-2013,0.39,86,95,74
IN020040900,"MADRAS MINAMBAKKAM, IN",20-09-2013,0,87,95,79
IN020040900,"MADRAS MINAMBAKKAM, IN",21-09-2013,,85,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",22-09-2013,0.08,87,95,75
IN020040900,"MADRAS MINAMBAKKAM, IN",23-09-2013,0,87,96,79
IN020040900,"MADRAS MINAMBAKKAM, IN",24-09-2013,,87,97,79
IN020040900,"MADRAS MINAMBAKKAM, IN",25-09-2013,,85,97,80
IN020040900,"MADRAS MINAMBAKKAM, IN",26-09-2013,,85,94,79
IN020040900,"MADRAS MINAMBAKKAM, IN",27-09-2013,,86,,78
IN020040900,"MADRAS MINAMBAKKAM, IN",28-09-2013,0.01,83,96,76
IN020040900,"MADRAS MINAMBAKKAM, IN",29-09-2013,0.39,85,,75
IN020040900,"MADRAS MINAMBAKKAM, IN",30-09-2013,0,85,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",01-10-2013,0.47,87,95,76
IN020040900,"MADRAS MINAMBAKKAM, IN",02-10-2013,0,86,95,81
IN020040900,"MADRAS MINAMBAKKAM, IN",03-10-2013,,82,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",04-10-2013,0.98,84,93,72
IN020040900,"MADRAS MINAMBAKKAM, IN",05-10-2013,0,85,95,76
IN020040900,"MADRAS MINAMBAKKAM, IN",06-10-2013,,86,95,75
IN020040900,"MADRAS MINAMBAKKAM, IN",07-10-2013,,84,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",08-10-2013,,84,95,76
IN020040900,"MADRAS MINAMBAKKAM, IN",09-10-2013,,81,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",10-10-2013,0.94,80,91,72
IN020040900,"MADRAS MINAMBAKKAM, IN",11-10-2013,0.02,85,94,75
IN020040900,"MADRAS MINAMBAKKAM, IN",12-10-2013,0,85,94,79
IN020040900,"MADRAS MINAMBAKKAM, IN",13-10-2013,,85,94,79
IN020040900,"MADRAS MINAMBAKKAM, IN",14-10-2013,,87,96,78
IN020040900,"MADRAS MINAMBAKKAM, IN",15-10-2013,0,83,96,76
IN020040900,"MADRAS MINAMBAKKAM, IN",16-10-2013,0.12,84,93,78
IN020040900,"MADRAS MINAMBAKKAM, IN",17-10-2013,0,83,93,77
IN020040900,"MADRAS MINAMBAKKAM, IN",18-10-2013,0.12,83,91,77
IN020040900,"MADRAS MINAMBAKKAM, IN",19-10-2013,0,82,91,
IN020040900,"MADRAS MINAMBAKKAM, IN",20-10-2013,0.91,78,90,73
IN020040900,"MADRAS MINAMBAKKAM, IN",21-10-2013,2.8,77,86,72
IN020040900,"MADRAS MINAMBAKKAM, IN",22-10-2013,1.02,78,84,74
IN020040900,"MADRAS MINAMBAKKAM, IN",23-10-2013,0.35,81,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",24-10-2013,0.08,83,88,76
IN020040900,"MADRAS MINAMBAKKAM, IN",25-10-2013,0.04,82,90,
IN020040900,"MADRAS MINAMBAKKAM, IN",26-10-2013,0.08,84,93,74
IN020040900,"MADRAS MINAMBAKKAM, IN",27-10-2013,0,83,93,
IN020040900,"MADRAS MINAMBAKKAM, IN",28-10-2013,0.75,83,92,75
IN020040900,"MADRAS MINAMBAKKAM, IN",29-10-2013,0,84,92,78
IN020040900,"MADRAS MINAMBAKKAM, IN",30-10-2013,,80,91,
IN020040900,"MADRAS MINAMBAKKAM, IN",31-10-2013,,82,90,75
IN020040900,"MADRAS MINAMBAKKAM, IN",01-11-2013,0.02,82,90,77
IN020040900,"MADRAS MINAMBAKKAM, IN",02-11-2013,0.12,82,90,76
IN020040900,"MADRAS MINAMBAKKAM, IN",03-11-2013,0.43,81,90,75
IN020040900,"MADRAS MINAMBAKKAM, IN",04-11-2013,0.71,82,89,75
IN020040900,"MADRAS MINAMBAKKAM, IN",05-11-2013,0,81,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",06-11-2013,0.03,81,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-11-2013,0,80,89,
IN020040900,"MADRAS MINAMBAKKAM, IN",08-11-2013,,79,89,72
IN020040900,"MADRAS MINAMBAKKAM, IN",09-11-2013,,80,88,73
IN020040900,"MADRAS MINAMBAKKAM, IN",10-11-2013,,80,88,73
IN020040900,"MADRAS MINAMBAKKAM, IN",11-11-2013,,80,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",12-11-2013,,78,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",13-11-2013,,78,87,
IN020040900,"MADRAS MINAMBAKKAM, IN",14-11-2013,,78,87,
IN020040900,"MADRAS MINAMBAKKAM, IN",15-11-2013,0,78,87,
IN020040900,"MADRAS MINAMBAKKAM, IN",16-11-2013,0.39,76,84,
IN020040900,"MADRAS MINAMBAKKAM, IN",17-11-2013,4.88,77,83,72
IN020040900,"MADRAS MINAMBAKKAM, IN",18-11-2013,0.24,78,85,
IN020040900,"MADRAS MINAMBAKKAM, IN",19-11-2013,0.12,80,87,72
IN020040900,"MADRAS MINAMBAKKAM, IN",20-11-2013,0,80,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",21-11-2013,,82,92,74
IN020040900,"MADRAS MINAMBAKKAM, IN",22-11-2013,,82,92,75
IN020040900,"MADRAS MINAMBAKKAM, IN",23-11-2013,,81,91,
IN020040900,"MADRAS MINAMBAKKAM, IN",24-11-2013,0.16,80,89,73
IN020040900,"MADRAS MINAMBAKKAM, IN",25-11-2013,0.04,80,,
IN020040900,"MADRAS MINAMBAKKAM, IN",26-11-2013,0,79,89,
IN020040900,"MADRAS MINAMBAKKAM, IN",27-11-2013,,79,89,71
IN020040900,"MADRAS MINAMBAKKAM, IN",28-11-2013,,78,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",29-11-2013,,78,87,70
IN020040900,"MADRAS MINAMBAKKAM, IN",30-11-2013,,79,87,73
IN020040900,"MADRAS MINAMBAKKAM, IN",01-12-2013,0.28,78,87,
IN020040900,"MADRAS MINAMBAKKAM, IN",02-12-2013,0.16,78,83,
IN020040900,"MADRAS MINAMBAKKAM, IN",03-12-2013,2.2,78,86,
IN020040900,"MADRAS MINAMBAKKAM, IN",04-12-2013,0,78,86,
IN020040900,"MADRAS MINAMBAKKAM, IN",05-12-2013,,78,85,
IN020040900,"MADRAS MINAMBAKKAM, IN",06-12-2013,0,77,85,73
IN020040900,"MADRAS MINAMBAKKAM, IN",07-12-2013,,75,82,
IN020040900,"MADRAS MINAMBAKKAM, IN",08-12-2013,0.43,76,82,69
IN020040900,"MADRAS MINAMBAKKAM, IN",09-12-2013,0,76,87,
IN020040900,"MADRAS MINAMBAKKAM, IN",10-12-2013,,79,89,64
IN020040900,"MADRAS MINAMBAKKAM, IN",11-12-2013,,80,89,71
